data_type time_ps proc_0_0 proc_0_1 proc_0_2 proc_0_3 proc_0_4 proc_0_5 proc_0_6 proc_0_7 proc_0_8 proc_0_9 proc_1_0 proc_1_1 proc_1_2 proc_1_3 proc_1_4 proc_1_5 proc_1_6 proc_1_7 proc_1_8 proc_1_9 proc_2_0 proc_2_1 proc_2_2 proc_2_3 proc_2_4 proc_2_5 proc_2_6 proc_2_7 proc_2_8 proc_2_9 proc_3_0 proc_3_1 proc_3_2 proc_3_3 proc_3_4 proc_3_5 proc_3_6 proc_3_7 proc_3_8 proc_3_9 proc_4_0 proc_4_1 proc_4_2 proc_4_3 proc_4_4 proc_4_5 proc_4_6 proc_4_7 proc_4_8 proc_4_9 proc_5_0 proc_5_1 proc_5_2 proc_5_3 proc_5_4 proc_5_5 proc_5_6 proc_5_7 proc_5_8 proc_5_9 proc_6_0 proc_6_1 proc_6_2 proc_6_3 proc_6_4 proc_6_5 proc_6_6 proc_6_7 proc_6_8 proc_6_9 proc_7_0 proc_7_1 proc_7_2 proc_7_3 proc_7_4 proc_7_5 proc_7_6 proc_7_7 proc_7_8 proc_7_9 proc_8_0 proc_8_1 proc_8_2 proc_8_3 proc_8_4 proc_8_5 proc_8_6 proc_8_7 proc_8_8 proc_8_9 proc_9_0 proc_9_1 proc_9_2 proc_9_3 proc_9_4 proc_9_5 proc_9_6 proc_9_7 proc_9_8 proc_9_9
input_buffers[1].num_reads 200465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
power_mW 200465 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0480e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0380e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0100e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.9400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.9400e+000 7.8000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.8000e+000 1.0920e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.6800e+000 3.2000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 250001 1.0000e+000 1.4673e-004 -1.4901e-008 1.5165e-004 4.6334e-004 -3.0002e-004 7.8666e-004 1.5165e-004 4.2909e-004 2.6730e-004 9.9951e-001 -1.4411e-004 1.4901e-008 2.8206e-004 -1.5393e-004 3.2198e-004 4.0695e-004 7.3604e-004 3.4590e-004 1.9156e-004 9.8305e-001 9.0608e-004 1.5165e-004 5.9319e-004 7.3604e-004 4.3379e-004 -3.3212e-004 7.8666e-004 7.5050e-005 0.0000e+000 9.9822e-001 4.3379e-004 7.1253e-004 4.3379e-004 3.0100e-004 -1.4901e-008 4.0695e-004 7.3604e-004 3.1319e-004 9.3371e-005 9.9819e-001 7.3604e-004 4.6334e-004 8.2228e-004 2.9132e-004 4.4821e-004 1.4901e-008 6.3415e-004 7.7486e-005 9.9786e-005 9.9924e-001 5.0799e-002 -1.4411e-004 1.4207e-004 2.8206e-004 3.0100e-004 -1.3956e-004 -1.4411e-004 7.7486e-005 2.9486e-004 9.9816e-001 7.1444e-001 -1.4411e-004 6.1315e-004 1.6795e-004 4.7928e-004 3.0100e-004 4.3379e-004 4.9422e-004 3.9019e-004 2.8946e-001 5.1213e-001 7.3604e-004 4.3379e-004 9.3685e-004 3.1124e-004 3.0100e-004 2.6481e-004 3.3444e-004 3.7748e-004 4.6586e-003 9.1302e-004 2.9132e-004 3.2198e-004 4.3379e-004 1.5679e-004 1.5679e-004 4.4821e-004 2.4447e-004 2.7604e-004 1.5152e-003 1.9977e-003 3.3329e-004 1.4207e-004 4.4821e-004 -1.5393e-004 1.4673e-004 3.1124e-004 2.8522e-004 2.6730e-004
utilization 250001 1.0001e+000 1.4676e-004 0.0000e+000 1.5165e-004 4.6372e-004 -3.0038e-004 7.8718e-004 1.5168e-004 4.2924e-004 2.6760e-004 9.8419e-001 -1.4429e-004 0.0000e+000 2.8236e-004 -1.5405e-004 3.2221e-004 4.0704e-004 7.3610e-004 3.4614e-004 1.9160e-004 9.8394e-001 9.0612e-004 1.5180e-004 5.9345e-004 7.3622e-004 4.3403e-004 -3.3227e-004 7.8702e-004 7.5065e-005 -7.4506e-009 9.9899e-001 4.3418e-004 7.1287e-004 4.3379e-004 3.0114e-004 2.9802e-008 4.0728e-004 7.3652e-004 3.1329e-004 9.3415e-005 9.9897e-001 7.3627e-004 4.6335e-004 8.2250e-004 2.9141e-004 4.4870e-004 1.4901e-008 6.3463e-004 7.7493e-005 9.9868e-005 9.9952e-001 5.0805e-002 -1.4415e-004 1.4216e-004 2.8214e-004 3.0136e-004 -1.3968e-004 -1.4420e-004 7.7538e-005 2.9501e-004 9.9860e-001 7.1460e-001 -1.4417e-004 6.1361e-004 1.6807e-004 4.7936e-004 3.0121e-004 4.3404e-004 4.9479e-004 3.9045e-004 2.8958e-001 5.1253e-001 7.3636e-004 4.3389e-004 9.3755e-004 3.1146e-004 3.0105e-004 2.6496e-004 3.3455e-004 3.7760e-004 4.6642e-003 9.1326e-004 2.9138e-004 3.2212e-004 4.3423e-004 1.5695e-004 1.5686e-004 4.4848e-004 2.4452e-004 2.7608e-004 1.5164e-003 1.9984e-003 3.3367e-004 1.4214e-004 4.4824e-004 -1.5406e-004 1.4682e-004 3.1129e-004 2.8542e-004 2.6732e-004
stalled 250001 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 250001 291 0 0 0 0 0 0 0 0 0 268 0 0 0 0 0 0 0 0 0 256 0 0 0 0 0 0 0 0 0 250 0 0 0 0 0 0 0 0 0 236 0 0 0 0 0 0 0 0 0 224 8 0 0 0 0 0 0 0 0 204 26 0 0 0 0 0 0 0 0 153 26 0 0 0 0 0 0 0 0 102 26 0 0 0 0 0 0 0 0 51 26 0 0 0 0 0 0 0 0
input_buffers[0].num_reads 250001 270 0 0 0 0 0 0 0 0 0 257 0 0 0 0 0 0 0 0 0 252 0 0 0 0 0 0 0 0 0 238 0 0 0 0 0 0 0 0 0 226 0 0 0 0 0 0 0 0 0 214 1 0 0 0 0 0 0 0 0 201 26 0 0 0 0 0 0 0 0 153 26 0 0 0 0 0 0 0 0 102 26 0 0 0 0 0 0 0 0 51 26 0 0 0 0 0 0 0 0
input_buffers[1].num_writes 250001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
input_buffers[1].num_reads 250001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
power_mW 250001 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0200e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0220e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.9400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.9400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0040e+001 1.2800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.7800e+000 1.0580e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.0000e+000 8.0400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.8400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 300311 1.0000e+000 -3.9074e-004 1.4901e-008 1.0121e-004 -2.0620e-004 -1.9948e-004 -5.2518e-004 1.0121e-004 -2.8646e-004 -1.1896e-004 1.0002e+000 -9.5963e-005 0.0000e+000 -2.8206e-004 -1.0248e-004 2.1525e-004 -1.8109e-004 -4.9137e-004 -5.7802e-005 -1.9156e-004 9.8443e-001 -4.0382e-004 1.0121e-004 -9.9137e-005 -4.9137e-004 -1.9306e-004 3.3213e-004 -5.2518e-004 5.0105e-005 7.4506e-009 1.0018e+000 -1.9306e-004 -4.7566e-004 -1.9306e-004 -3.0100e-004 1.4901e-008 -1.8109e-004 -4.9137e-004 -3.1319e-004 -2.4866e-004 1.0008e+000 2.6109e-001 -2.0620e-004 -3.6642e-004 -2.9130e-004 -1.9948e-004 0.0000e+000 -1.0599e-004 5.1722e-005 -2.6572e-004 7.3357e-001 9.8856e-001 -9.5963e-005 -3.7830e-004 -2.8206e-004 -3.0100e-004 -9.2924e-005 -9.5963e-005 -2.0634e-004 -1.3123e-004 9.0196e-002 3.1629e-001 -9.5963e-005 -6.1315e-004 -4.4723e-004 -2.1333e-004 -3.0100e-004 -1.9306e-004 -2.2025e-004 -3.9018e-004 -6.7568e-003 -3.9365e-003 -4.9137e-004 -1.9306e-004 -4.1755e-004 -3.1124e-004 -3.0100e-004 -2.6481e-004 -3.3443e-004 -3.7748e-004 -2.0733e-003 -2.4318e-003 -2.9130e-004 -3.2200e-004 -6.7386e-004 -4.1755e-004 -4.1755e-004 -6.9626e-004 -1.0879e-004 -1.2285e-004 -1.5152e-003 -1.9976e-003 -3.3328e-004 9.4801e-005 -1.9948e-004 -1.0248e-004 9.7945e-005 -3.1124e-004 -4.4306e-004 -1.1896e-004
utilization 300311 1.0001e+000 -3.9083e-004 0.0000e+000 1.0127e-004 -2.0638e-004 -1.9969e-004 -5.2553e-004 1.0127e-004 -2.8656e-004 -1.1909e-004 1.0014e+000 -9.6053e-005 0.0000e+000 -2.8235e-004 -1.0253e-004 2.1540e-004 -1.8114e-004 -4.9141e-004 -5.7854e-005 -1.9160e-004 9.8532e-001 -4.0382e-004 1.0136e-004 -9.9167e-005 -4.9148e-004 -1.9315e-004 3.3227e-004 -5.2543e-004 5.0105e-005 7.4506e-009 1.0026e+000 -1.9322e-004 -4.7588e-004 -1.9306e-004 -3.0114e-004 -2.9802e-008 -1.8126e-004 -4.9169e-004 -3.1329e-004 -2.4875e-004 1.0016e+000 2.6117e-001 -2.0623e-004 -3.6651e-004 -2.9141e-004 -1.9969e-004 -1.4901e-008 -1.0607e-004 5.1744e-005 -2.6594e-004 7.3377e-001 9.8868e-001 -9.5978e-005 -3.7858e-004 -2.8214e-004 -3.0136e-004 -9.3013e-005 -9.5978e-005 -2.0650e-004 -1.3130e-004 9.0236e-002 3.1636e-001 -9.5993e-005 -6.1361e-004 -4.4756e-004 -2.1333e-004 -3.0121e-004 -1.9316e-004 -2.2051e-004 -3.9046e-004 -6.7594e-003 -3.9396e-003 -4.9157e-004 -1.9310e-004 -4.1787e-004 -3.1146e-004 -3.0106e-004 -2.6494e-004 -3.3455e-004 -3.7758e-004 -2.0758e-003 -2.4321e-003 -2.9138e-004 -3.2212e-004 -6.7459e-004 -4.1796e-004 -4.1777e-004 -6.9667e-004 -1.0883e-004 -1.2287e-004 -1.5164e-003 -1.9984e-003 -3.3365e-004 9.4891e-005 -1.9948e-004 -1.0256e-004 9.7975e-005 -3.1129e-004 -4.4338e-004 -1.1896e-004
stalled 300311 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 300311 347 0 0 0 0 0 0 0 0 0 324 0 0 0 0 0 0 0 0 0 311 0 0 0 0 0 0 0 0 0 306 0 0 0 0 0 0 0 0 0 292 21 0 0 0 0 0 0 0 0 255 26 0 0 0 0 0 0 0 0 204 26 0 0 0 0 0 0 0 0 153 26 0 0 0 0 0 0 0 0 102 26 0 0 0 0 0 0 0 0 51 26 0 0 0 0 0 0 0 0
input_buffers[0].num_reads 300311 326 0 0 0 0 0 0 0 0 0 313 0 0 0 0 0 0 0 0 0 306 0 0 0 0 0 0 0 0 0 294 0 0 0 0 0 0 0 0 0 278 10 0 0 0 0 0 0 0 0 255 26 0 0 0 0 0 0 0 0 204 26 0 0 0 0 0 0 0 0 153 26 0 0 0 0 0 0 0 0 102 26 0 0 0 0 0 0 0 0 51 26 0 0 0 0 0 0 0 0
input_buffers[1].num_writes 300311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
input_buffers[1].num_reads 300311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
power_mW 300311 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0240e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0480e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0040e+001 4.2000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.2600e+000 1.4200e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.9600e+000 5.3800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.2800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 350621 1.0000e+000 1.3936e-004 -4.3547e-004 -3.6103e-004 -1.4703e-004 2.8509e-004 7.4834e-005 -3.6103e-004 4.0829e-005 -8.4817e-005 1.0002e+000 -6.8471e-005 -4.2133e-004 -2.0091e-004 -7.3135e-005 -3.0737e-004 -1.2913e-004 -3.4933e-004 -4.1261e-005 1.3677e-004 1.0005e+000 -2.8735e-004 -3.6103e-004 -4.9405e-004 -3.4933e-004 -1.3763e-004 -2.3736e-004 7.4834e-005 -1.7868e-004 -2.9654e-004 1.0000e+000 5.5079e-001 6.7800e-005 -1.3763e-004 2.1490e-004 0.0000e+000 -1.2913e-004 7.0035e-005 0.0000e+000 -1.7694e-004 5.1493e-001 7.5251e-001 -1.4703e-004 -2.6079e-004 -2.0750e-004 -5.6751e-004 -4.2133e-004 -7.5638e-005 -1.8447e-004 9.4756e-005 -9.5181e-003 -9.7573e-004 -6.8471e-005 -2.6922e-004 -2.0091e-004 2.1490e-004 -6.6325e-005 -6.8471e-005 -1.4684e-004 -9.3557e-005 -6.5384e-003 -2.3960e-003 -6.8471e-005 0.0000e+000 -3.1817e-004 -6.0681e-004 2.1490e-004 -1.3763e-004 -1.5675e-004 0.0000e+000 2.4095e-003 0.0000e+000 -3.4933e-004 -1.3763e-004 -2.9710e-004 -2.2168e-004 2.1490e-004 -1.8865e-004 -7.4506e-009 0.0000e+000 -1.4781e-003 -1.7306e-003 -2.0750e-004 -2.2930e-004 -6.8471e-005 1.4891e-004 -2.9710e-004 -7.0736e-005 -7.7575e-005 -8.7589e-005 -1.0793e-003 -4.2588e-003 -2.3736e-004 -3.3820e-004 -5.6751e-004 -7.3135e-005 -3.4933e-004 2.2221e-004 -4.5024e-005 -3.3849e-004
utilization 350621 1.0001e+000 1.3939e-004 -4.3598e-004 -3.6110e-004 -1.4713e-004 2.8543e-004 7.4893e-005 -3.6113e-004 4.0829e-005 -8.4907e-005 1.0013e+000 -6.8545e-005 -4.2158e-004 -2.0114e-004 -7.3195e-005 -3.0756e-004 -1.2916e-004 -3.4937e-004 -4.1284e-005 1.3679e-004 1.0014e+000 -2.8737e-004 -3.6143e-004 -4.9429e-004 -3.4943e-004 -1.3772e-004 -2.3745e-004 7.4863e-005 -1.7870e-004 -2.9684e-004 1.0008e+000 5.5127e-001 6.7830e-005 -1.3763e-004 2.1501e-004 1.4901e-008 -1.2922e-004 7.0095e-005 7.4506e-009 -1.7701e-004 5.1533e-001 7.5275e-001 -1.4700e-004 -2.6087e-004 -2.0757e-004 -5.6815e-004 -4.2138e-004 -7.5683e-005 -1.8451e-004 9.4853e-005 -9.5205e-003 -9.7573e-004 -6.8471e-005 -2.6943e-004 -2.0097e-004 2.1517e-004 -6.6370e-005 -6.8486e-005 -1.4699e-004 -9.3594e-005 -6.5413e-003 -2.3963e-003 -6.8516e-005 0.0000e+000 -3.1844e-004 -6.0694e-004 2.1505e-004 -1.3773e-004 -1.5692e-004 0.0000e+000 2.4104e-003 0.0000e+000 -3.4948e-004 -1.3769e-004 -2.9729e-004 -2.2183e-004 2.1493e-004 -1.8877e-004 0.0000e+000 -1.4901e-008 -1.4801e-003 -1.7309e-003 -2.0754e-004 -2.2942e-004 -6.8530e-005 1.4906e-004 -2.9726e-004 -7.0781e-005 -7.7583e-005 -8.7604e-005 -1.0802e-003 -4.2604e-003 -2.3761e-004 -3.3842e-004 -5.6759e-004 -7.3195e-005 -3.4952e-004 2.2224e-004 -4.5054e-005 -3.3853e-004
stalled 350621 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 350621 404 0 0 0 0 0 0 0 0 0 381 0 0 0 0 0 0 0 0 0 367 0 0 0 0 0 0 0 0 0 357 26 0 0 0 0 0 0 0 0 306 26 0 0 0 0 0 0 0 0 255 26 0 0 0 0 0 0 0 0 204 26 0 0 0 0 0 0 0 0 153 26 0 0 0 0 0 0 0 0 102 26 0 0 0 0 0 0 0 0 51 26 0 0 0 0 0 0 0 0
input_buffers[0].num_reads 350621 383 0 0 0 0 0 0 0 0 0 369 0 0 0 0 0 0 0 0 0 358 0 0 0 0 0 0 0 0 0 345 26 0 0 0 0 0 0 0 0 306 26 0 0 0 0 0 0 0 0 255 26 0 0 0 0 0 0 0 0 204 26 0 0 0 0 0 0 0 0 153 26 0 0 0 0 0 0 0 0 102 26 0 0 0 0 0 0 0 0 51 26 0 0 0 0 0 0 0 0
input_buffers[1].num_writes 350621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
input_buffers[1].num_reads 350621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0
power_mW 350621 1.0420e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0260e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0540e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0100e+001 8.8400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 8.7400e+000 1.1640e+001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 4.4000e+000 3.2000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 400157 9.9996e-001 1.0465e-004 4.3547e-004 1.0817e-004 -1.1010e-004 -1.6047e-004 5.6177e-005 1.0817e-004 3.0637e-005 -6.3524e-005 9.9971e-001 9.7475e-002 4.2132e-004 2.0091e-004 3.2954e-004 1.7278e-004 2.4226e-004 4.7192e-004 -3.0920e-005 1.0278e-004 8.8567e-001 8.7801e-001 1.0817e-004 3.7029e-004 4.7192e-004 -1.0310e-004 -1.7762e-004 5.6177e-005 2.4138e-004 2.9653e-004 2.4732e-001 4.5302e-001 5.0887e-005 -1.0310e-004 1.6153e-004 0.0000e+000 2.4226e-004 5.2556e-005 1.9550e-004 3.3223e-004 8.6765e-003 3.4881e-004 2.7585e-004 1.4660e-004 2.0748e-004 3.1878e-004 4.2132e-004 -5.6684e-005 5.5261e-005 7.1175e-005 2.8520e-003 1.8306e-003 3.0854e-004 5.0545e-004 2.0091e-004 1.6153e-004 2.9881e-004 3.0854e-004 2.7569e-004 1.7554e-004 3.6755e-003 7.1788e-004 3.0854e-004 3.8274e-004 5.9745e-004 3.4085e-004 1.6153e-004 2.5824e-004 8.8111e-005 2.4355e-004 1.8098e-003 2.4574e-003 4.7192e-004 2.5824e-004 1.6700e-004 2.2168e-004 1.6153e-004 1.8865e-004 2.0877e-004 2.3564e-004 2.7734e-003 9.7275e-004 2.0748e-004 2.2931e-004 3.0854e-004 1.1185e-004 1.6700e-004 -5.3018e-005 1.4554e-004 1.6434e-004 1.0793e-003 1.7709e-003 2.3735e-004 1.0133e-004 3.1878e-004 -5.4806e-005 1.0465e-004 -2.2221e-004 -3.3729e-005 1.9015e-004
