data_type time_ps proc_0_0 proc_0_1 proc_0_2 proc_0_3 proc_0_4 proc_0_5 proc_0_6 proc_0_7 proc_0_8 proc_0_9 proc_1_0 proc_1_1 proc_1_2 proc_1_3 proc_1_4 proc_1_5 proc_1_6 proc_1_7 proc_1_8 proc_1_9 proc_2_0 proc_2_1 proc_2_2 proc_2_3 proc_2_4 proc_2_5 proc_2_6 proc_2_7 proc_2_8 proc_2_9 proc_3_0 proc_3_1 proc_3_2 proc_3_3 proc_3_4 proc_3_5 proc_3_6 proc_3_7 proc_3_8 proc_3_9 proc_4_0 proc_4_1 proc_4_2 proc_4_3 proc_4_4 proc_4_5 proc_4_6 proc_4_7 proc_4_8 proc_4_9 proc_5_0 proc_5_1 proc_5_2 proc_5_3 proc_5_4 proc_5_5 proc_5_6 proc_5_7 proc_5_8 proc_5_9 proc_6_0 proc_6_1 proc_6_2 proc_6_3 proc_6_4 proc_6_5 proc_6_6 proc_6_7 proc_6_8 proc_6_9 proc_7_0 proc_7_1 proc_7_2 proc_7_3 proc_7_4 proc_7_5 proc_7_6 proc_7_7 proc_7_8 proc_7_9 proc_8_0 proc_8_1 proc_8_2 proc_8_3 proc_8_4 proc_8_5 proc_8_6 proc_8_7 proc_8_8 proc_8_9 proc_9_0 proc_9_1 proc_9_2 proc_9_3 proc_9_4 proc_9_5 proc_9_6 proc_9_7 proc_9_8 proc_9_9
activity 20550473 -9.8267e-003 -1.1635e-003 -1.7204e-003 -1.5297e-003 7.6948e-001 1.0057e+000 2.3497e-001 -1.3275e-003 1.0059e+000 6.0410e-001 -3.0212e-003 -3.2806e-004 -1.8349e-003 -8.5449e-004 -4.5013e-004 7.8610e-001 6.9096e-001 6.6847e-001 1.0009e+000 6.5834e-001 -4.0894e-003 -1.0376e-003 -1.5106e-003 -2.4414e-003 -1.7853e-003 -5.8365e-004 -8.8501e-004 -1.5678e-003 -5.5542e-003 -5.4169e-003 -3.6621e-004 -4.4250e-004 2.0599e-004 -5.6839e-004 -1.1711e-003 4.9591e-005 -6.2943e-004 2.0218e-004 -6.7749e-003 -3.0212e-003 -2.1820e-003 1.9073e-004 -6.5994e-004 -1.1940e-003 -9.1171e-004 -5.7602e-004 -2.0714e-003 -2.2507e-004 5.4187e-001 1.5311e-001 -4.0588e-003 -5.9128e-004 -3.9673e-004 -1.3885e-003 -1.0719e-003 -1.2703e-003 -2.4414e-003 -3.7003e-004 9.5934e-001 6.5243e-001 -2.7084e-003 -1.3580e-003 -3.9291e-004 -1.0300e-004 -1.5907e-003 -5.4169e-004 -1.0223e-003 -5.5313e-004 1.0077e+000 8.3387e-001 1.0452e-003 -3.8147e-005 -1.4763e-003 -7.2861e-004 -1.3847e-003 -9.8038e-004 2.4685e-001 7.1136e-001 9.3393e-001 8.6915e-001 -6.9809e-004 -7.5150e-004 -6.5231e-004 -7.0572e-004 -2.1896e-003 2.1973e-001 9.9239e-001 1.0004e+000 2.6300e-001 -4.9210e-004 -3.7193e-004 -4.3488e-004 -8.1253e-004 -1.1101e-003 -2.3842e-003 5.3406e-005 -1.3084e-003 -8.8501e-004 -2.0981e-005 -7.8201e-005
utilization 20550473 -9.7961e-003 -1.1597e-003 -1.7281e-003 -1.5297e-003 7.7011e-001 9.9034e-001 2.1821e-001 -1.3237e-003 1.0062e+000 6.0474e-001 -3.0212e-003 -3.2806e-004 -1.8387e-003 -8.5449e-004 -4.5013e-004 7.8665e-001 6.9110e-001 6.6855e-001 1.0016e+000 6.5845e-001 -4.0588e-003 -1.0376e-003 -1.5106e-003 -2.4452e-003 -1.7776e-003 -5.8365e-004 -8.8501e-004 -1.5755e-003 -5.5542e-003 -5.4626e-003 -3.8147e-004 -4.4250e-004 2.1362e-004 -5.6458e-004 -1.1749e-003 4.9591e-005 -6.3324e-004 2.0218e-004 -6.7596e-003 -2.9984e-003 -2.1973e-003 1.8692e-004 -6.5994e-004 -1.1902e-003 -9.1553e-004 -5.7602e-004 -2.0638e-003 -2.2507e-004 5.4201e-001 1.5323e-001 -4.0436e-003 -5.9509e-004 -3.9673e-004 -1.3962e-003 -1.0643e-003 -1.2741e-003 -2.4490e-003 -3.6621e-004 9.6015e-001 6.5276e-001 -2.7008e-003 -1.3618e-003 -3.8910e-004 -1.0300e-004 -1.5907e-003 -5.3024e-004 -1.0223e-003 -5.4550e-004 1.0255e+000 8.3443e-001 1.0452e-003 -4.1962e-005 -1.4725e-003 -7.2479e-004 -1.3809e-003 -9.8038e-004 2.4688e-001 7.1175e-001 9.1753e-001 8.6940e-001 -6.9809e-004 -7.5150e-004 -6.4850e-004 -6.9809e-004 -2.1820e-003 2.1996e-001 9.9294e-001 1.0010e+000 2.6305e-001 -4.8828e-004 -3.7575e-004 -4.4250e-004 -8.0872e-004 -1.1139e-003 -2.3880e-003 5.3406e-005 -1.3123e-003 -8.8882e-004 -2.0981e-005 -7.6294e-005
stalled 20550473 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 20550473 14282 732 728 724 720 716 637 565 991 10020 12854 732 728 724 720 716 694 615 1091 9115 11426 732 728 724 720 716 669 590 1041 8123 9998 732 728 724 720 698 619 540 941 7184 8570 732 728 724 720 716 712 640 1141 6348 7142 732 728 724 720 716 712 640 1141 5286 5714 732 728 724 720 698 619 540 941 4204 4286 732 728 724 720 716 712 678 1204 3354 2858 732 728 724 720 716 705 633 1127 2204 1430 732 728 724 720 716 712 690 1204 1173
input_buffers[0].num_reads 20550473 14282 732 728 724 720 691 612 533 959 10013 12854 732 728 724 720 716 662 583 1059 9098 11426 732 728 724 720 716 637 558 1009 8091 9998 732 728 724 720 666 587 508 909 7153 8570 732 728 724 720 716 687 608 1109 6316 7142 732 728 724 720 716 687 608 1109 5278 5714 732 728 724 720 666 587 508 909 4204 4286 732 728 724 720 716 712 658 1204 3341 2858 732 728 724 720 716 686 608 1109 2191 1430 732 728 724 720 716 712 658 1173 1141
input_buffers[1].num_writes 20550473 0 700 700 700 700 697 625 550 9096 0 0 700 700 700 700 700 675 600 8091 0 0 700 700 700 700 700 650 575 7153 0 0 700 700 700 700 675 600 525 6316 0 0 700 700 700 700 700 700 625 5276 0 0 700 700 700 700 700 700 625 4204 0 0 700 700 700 700 675 600 525 3341 0 0 700 700 700 700 700 700 650 2191 0 0 700 700 700 700 700 675 625 1141 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20550473 0 700 700 700 700 675 600 525 9076 0 0 700 700 700 700 700 650 575 8067 0 0 700 700 700 700 700 625 550 7123 0 0 700 700 700 700 650 575 500 6284 0 0 700 700 700 700 700 675 600 5248 0 0 700 700 700 700 700 675 600 4188 0 0 700 700 700 700 650 575 500 3309 0 0 700 700 700 700 700 700 625 2159 0 0 700 700 700 700 700 650 600 1109 0 0 700 700 700 700 700 700 650 0 0
power_mW 20550473 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.3000e+000 1.4400e+001 3.1400e+000 5.6000e-001 1.0860e+001 9.2800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.0000e+000 1.0440e+001 8.4400e+000 1.0700e+001 7.5600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.8000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.9200e+000 2.4000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.1220e+001 8.9600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0880e+001 9.4000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.7000e+000 1.1120e+001 1.0000e+001 9.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.3400e+000 1.2300e+001 1.2900e+001 8.8600e+000 3.4000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001
activity 20600009 1.0834e-002 4.3869e-004 2.0828e-003 4.8065e-004 8.5289e-002 2.4874e-001 2.3041e-003 4.1580e-004 9.9170e-001 6.2622e-001 -3.0212e-003 1.3618e-003 2.0256e-003 1.1711e-003 -4.5013e-004 1.0033e-003 1.1559e-003 3.7003e-004 9.9300e-001 7.1400e-001 4.1046e-003 6.4850e-004 4.7684e-004 1.9989e-003 4.4250e-004 -5.8365e-004 1.3351e-003 2.2125e-003 7.5208e-001 8.6726e-001 -3.6621e-004 -4.3869e-004 2.0218e-004 -5.6076e-004 9.9564e-004 2.0981e-003 9.9564e-004 1.9836e-004 4.2586e-001 6.0473e-001 4.3488e-003 1.8692e-004 1.3161e-003 7.0572e-004 1.2398e-003 1.7471e-003 2.2850e-003 1.8578e-003 7.1442e-002 2.5426e-001 1.2817e-003 1.1826e-003 1.6441e-003 2.8419e-003 1.0643e-003 1.0796e-003 1.6708e-003 1.5182e-003 7.1205e-001 3.5927e-002 1.8768e-003 4.2725e-004 1.6136e-003 -1.0681e-004 3.2196e-003 1.6479e-003 8.6594e-004 1.0300e-003 9.1235e-001 6.5039e-001 1.0452e-003 1.6098e-003 3.6621e-004 1.3580e-003 8.5068e-004 1.4381e-003 7.6191e-001 9.9185e-001 2.6673e-001 2.1534e-001 1.3275e-003 8.4686e-004 1.2016e-003 1.5106e-003 1.9951e-003 6.4027e-001 7.9081e-001 2.6236e-001 3.2892e-001 9.1553e-004 5.8365e-004 1.3123e-003 1.2169e-003 2.7122e-003 1.9417e-003 2.3842e-003 9.5367e-004 2.5300e-001 2.2959e-001 2.2324e-001
utilization 20600009 1.0834e-002 4.3488e-004 2.0905e-003 4.8447e-004 8.5358e-002 2.4902e-001 2.3041e-003 4.1962e-004 9.9203e-001 6.2692e-001 -3.0212e-003 1.3580e-003 2.0256e-003 1.1711e-003 -4.4632e-004 9.9564e-004 1.1597e-003 3.6621e-004 9.9367e-001 7.1413e-001 4.0588e-003 6.5231e-004 4.7684e-004 1.9989e-003 4.3869e-004 -5.8746e-004 1.3313e-003 2.2202e-003 7.5212e-001 8.6816e-001 -3.6621e-004 -4.3869e-004 1.9836e-004 -5.6458e-004 9.9182e-004 2.1019e-003 9.9945e-004 1.9836e-004 4.2599e-001 6.0493e-001 4.3488e-003 1.9455e-004 1.3123e-003 7.0572e-004 1.2436e-003 1.7548e-003 2.2736e-003 1.8539e-003 7.1442e-002 2.5449e-001 1.2817e-003 1.1826e-003 1.6403e-003 2.8419e-003 1.0681e-003 1.0757e-003 1.6747e-003 1.5182e-003 7.1268e-001 3.5942e-002 1.8768e-003 4.2725e-004 1.6060e-003 -1.0681e-004 3.2196e-003 1.6365e-003 8.6212e-004 1.0262e-003 9.1343e-001 6.5083e-001 1.0529e-003 1.6098e-003 3.6240e-004 1.3542e-003 8.5068e-004 1.4343e-003 7.6200e-001 9.9239e-001 2.6680e-001 2.1541e-001 1.3313e-003 8.4305e-004 1.2016e-003 1.5068e-003 1.9913e-003 6.4092e-001 7.9124e-001 2.6252e-001 3.2898e-001 9.1171e-004 5.8365e-004 1.3199e-003 1.2169e-003 2.7199e-003 1.9455e-003 2.3842e-003 9.6130e-004 2.5306e-001 2.2976e-001 2.2326e-001
stalled 20600009 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
input_buffers[0].num_writes 20600009 14282 732 728 724 720 716 644 565 991 10057 12854 732 728 724 720 716 694 615 1091 9154 11426 732 728 724 720 716 669 590 1041 8154 9998 732 728 724 720 698 619 540 941 7204 8570 732 728 724 720 716 712 640 1141 6350 7142 732 728 724 720 716 712 640 1141 5311 5714 732 728 724 720 698 619 540 941 4254 4286 732 728 724 720 716 712 690 1228 3354 2858 732 728 724 720 716 712 640 1141 2223 1430 732 728 724 720 716 712 690 1219 1187
input_buffers[0].num_reads 20600009 14282 732 728 724 720 691 612 533 959 10052 12854 732 728 724 720 716 662 583 1059 9141 11426 732 728 724 720 716 637 558 1009 8141 9998 732 728 724 720 666 587 508 909 7190 8570 732 728 724 720 716 687 608 1109 6331 7142 732 728 724 720 716 687 608 1109 5280 5714 732 728 724 720 666 587 508 909 4243 4286 732 728 724 720 716 712 658 1209 3354 2858 732 728 724 720 716 687 608 1109 2191 1430 732 728 724 720 716 712 658 1187 1155
input_buffers[1].num_writes 20600009 0 700 700 700 700 700 625 550 9141 0 0 700 700 700 700 700 675 600 8141 0 0 700 700 700 700 700 650 575 7188 0 0 700 700 700 700 675 600 525 6329 0 0 700 700 700 700 700 700 625 5280 0 0 700 700 700 700 700 700 625 4243 0 0 700 700 700 700 675 600 525 3354 0 0 700 700 700 700 700 700 675 2191 0 0 700 700 700 700 700 700 625 1155 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20600009 0 700 700 700 700 675 600 525 9113 0 0 700 700 700 700 700 650 575 8109 0 0 700 700 700 700 700 625 550 7159 0 0 700 700 700 700 650 575 500 6306 0 0 700 700 700 700 700 675 600 5252 0 0 700 700 700 700 700 675 600 4211 0 0 700 700 700 700 650 575 500 3354 0 0 700 700 700 700 700 700 650 2159 0 0 700 700 700 700 700 675 600 1123 0 0 700 700 700 700 700 700 650 0 0
power_mW 20600009 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.1000e+000 3.4400e+000 5.6000e-001 2.0000e-001 1.0540e+001 9.2000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0380e+001 8.0800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.3800e+000 8.8000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 5.4400e+000 7.2800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e+000 3.4000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.0600e+000 1.2800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.8600e+000 8.1200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 9.0000e+000 1.3640e+001 8.7400e+000 4.3200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 7.1800e+000 1.1080e+001 3.8600e+000 4.2000e+000 5.6000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.9800e+000 3.8800e+000 3.8800e+000
activity 20650319 -9.7656e-003 4.3869e-004 -1.7166e-003 4.8065e-004 -5.6839e-004 -8.0872e-004 -1.6251e-003 4.1962e-004 1.0059e+000 7.5726e-001 -3.0060e-003 -3.3188e-004 -1.8311e-003 -8.5068e-004 -4.3869e-004 -1.4305e-003 -7.3242e-004 3.6621e-004 1.0087e+000 8.2372e-001 -4.0741e-003 6.5231e-004 4.7684e-004 -2.1744e-004 4.4250e-004 -5.7983e-004 1.3800e-001 6.5753e-001 9.2783e-001 7.3503e-001 -3.6621e-004 -4.3869e-004 2.0599e-004 -5.6839e-004 -1.1673e-003 -1.9989e-003 -6.2943e-004 1.9836e-004 5.4849e-001 1.7914e-002 -2.1667e-003 1.9073e-004 -6.6376e-004 6.9809e-004 -9.1553e-004 -5.6839e-004 -2.0638e-003 -2.3041e-003 8.9520e-001 4.0163e-001 1.2817e-003 -5.9509e-004 -4.0436e-004 -1.3847e-003 1.0643e-003 -1.2703e-003 -3.8147e-004 -3.6621e-004 3.8189e-001 5.6863e-001 -2.6703e-003 4.2725e-004 -3.9291e-004 -1.0300e-004 -1.5907e-003 -5.3406e-004 -1.0147e-003 1.4543e-001 7.4677e-001 2.1671e-001 -2.2964e-003 -1.6937e-003 3.6621e-004 -7.2479e-004 -1.3733e-003 -9.8038e-004 -1.2589e-003 2.3145e-001 1.0006e+000 6.0455e-001 -6.9427e-004 -7.5150e-004 -6.4850e-004 -6.9809e-004 -2.1744e-003 -1.3084e-003 -1.0681e-003 -4.9591e-005 5.4315e-001 7.1320e-001 -3.7384e-004 -4.3488e-004 -8.0872e-004 -1.1101e-003 -2.1744e-004 -2.2812e-003 9.6130e-004 -8.9264e-004 1.6398e-001 3.4902e-001
utilization 20650319 -9.7656e-003 4.3488e-004 -1.7204e-003 4.8065e-004 -5.7220e-004 -8.1253e-004 -1.6251e-003 4.1962e-004 1.0231e+000 7.5810e-001 -3.0365e-003 -3.2425e-004 -1.8272e-003 -8.5068e-004 -4.4632e-004 -1.4267e-003 -7.3624e-004 3.5858e-004 1.0264e+000 8.2388e-001 -4.0588e-003 6.4850e-004 4.7684e-004 -2.1744e-004 4.3488e-004 -5.7602e-004 1.3807e-001 6.5783e-001 9.4371e-001 7.3573e-001 -3.6621e-004 -4.3869e-004 2.0218e-004 -5.6076e-004 -1.1597e-003 -2.0027e-003 -6.3324e-004 2.0218e-004 5.4868e-001 1.7937e-002 -2.1667e-003 1.8692e-004 -6.5613e-004 6.9809e-004 -9.1553e-004 -5.7602e-004 -2.0561e-003 -2.3041e-003 8.9540e-001 4.0197e-001 1.2665e-003 -5.9128e-004 -3.9291e-004 -1.3809e-003 1.0643e-003 -1.2627e-003 -3.8147e-004 -3.6621e-004 3.8222e-001 5.6892e-001 -2.6855e-003 4.3106e-004 -3.8528e-004 -1.0681e-004 -1.5907e-003 -5.3787e-004 -1.0147e-003 1.4552e-001 7.3106e-001 2.1684e-001 -2.3041e-003 -1.6899e-003 3.6240e-004 -7.2479e-004 -1.3733e-003 -9.7656e-004 -1.2589e-003 2.3158e-001 1.0176e+000 6.0473e-001 -6.9046e-004 -7.5150e-004 -6.5613e-004 -7.0190e-004 -2.1744e-003 -1.3123e-003 -1.0757e-003 -5.3406e-005 5.5972e-001 7.1328e-001 -3.7193e-004 -4.3488e-004 -8.1253e-004 -1.1139e-003 -2.2888e-004 -2.2812e-003 9.5367e-004 -8.8501e-004 1.6411e-001 3.4906e-001
stalled 20650319 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0
input_buffers[0].num_writes 20650319 14282 732 728 724 720 716 644 565 991 10100 12854 732 728 724 720 716 694 615 1091 9204 11426 732 728 724 720 716 669 596 1054 8204 9998 732 728 724 720 698 619 540 941 7223 8570 732 728 724 720 716 712 640 1141 6387 7142 732 728 724 720 716 712 640 1141 5333 5714 732 728 724 720 698 619 540 948 4276 4286 732 728 724 720 716 712 690 1241 3404 2858 732 728 724 720 716 712 640 1141 2254 1430 732 728 724 720 716 712 690 1219 1195
input_buffers[0].num_reads 20650319 14282 732 728 724 720 691 612 533 959 10100 12854 732 728 724 720 716 662 583 1059 9191 11426 732 728 724 720 716 637 578 1054 8184 9998 732 728 724 720 666 587 508 909 7191 8570 732 728 724 720 716 687 608 1109 6355 7142 732 728 724 720 716 687 608 1109 5314 5714 732 728 724 720 666 587 508 928 4256 4286 732 728 724 720 716 712 658 1209 3391 2858 732 728 724 720 716 687 608 1109 2235 1430 732 728 724 720 716 712 658 1197 1177
input_buffers[1].num_writes 20650319 0 700 700 700 700 700 625 550 9191 0 0 700 700 700 700 700 675 600 8182 0 0 700 700 700 700 700 650 575 7191 0 0 700 700 700 700 675 600 525 6355 0 0 700 700 700 700 700 700 625 5312 0 0 700 700 700 700 700 700 625 4254 0 0 700 700 700 700 675 600 525 3391 0 0 700 700 700 700 700 700 675 2233 0 0 700 700 700 700 700 700 625 1175 0 0 700 700 700 700 700 700 675 0 0
input_buffers[1].num_reads 20650319 0 700 700 700 700 675 600 525 9159 0 0 700 700 700 700 700 650 575 8159 0 0 700 700 700 700 700 625 550 7159 0 0 700 700 700 700 650 575 500 6323 0 0 700 700 700 700 700 675 600 5287 0 0 700 700 700 700 700 675 600 4235 0 0 700 700 700 700 650 575 500 3359 0 0 700 700 700 700 700 700 650 2209 0 0 700 700 700 700 700 675 600 1154 0 0 700 700 700 700 700 700 650 0 0
power_mW 20650319 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0700e+001 9.8400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0480e+001 9.4000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.4400e+000 9.1200e+000 1.0620e+001 8.1200e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 7.1800e+000 1.0000e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0500e+001 5.7600e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.4000e+000 7.8800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.7400e+000 9.2400e+000 4.6400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 3.0200e+000 1.0400e+001 7.6800e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 6.4000e+000 8.0400e+000 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 2.0000e-001 1.0400e+000 2.6000e+000 4.2800e+000
activity 20700629 5.1880e-004 -1.1520e-003 1.8311e-004 -1.5182e-003 -5.6458e-004 -8.0490e-004 3.3569e-004 -1.3161e-003 9.9878e-001 7.9535e-001 -2.9907e-003 -3.2806e-004 9.9182e-005 -8.4305e-004 -4.4250e-004 9.9564e-004 -7.2861e-004 -1.4725e-003 1.0008e+000 6.9748e-001 -4.0283e-003 -1.0338e-003 -1.4992e-003 -2.2125e-004 -1.7700e-003 4.8019e-002 1.0060e+000 9.9743e-001 1.3681e-001 3.4480e-001 -3.6621e-004 -4.3488e-004 -1.6098e-003 -5.5695e-004 9.8419e-004 4.9591e-005 -6.2943e-004 -1.4000e-003 -6.7444e-003 -3.0060e-003 -2.1667e-003 -1.3275e-003 -6.5231e-004 -1.1826e-003 -9.0408e-004 -5.7602e-004 1.1063e-004 -2.2125e-004 -4.1809e-003 1.3580e-003 -4.0436e-003 -5.8365e-004 -3.9673e-004 -1.3771e-003 -1.0605e-003 1.0719e-003 -3.8147e-004 -3.7003e-004 2.5357e-001 8.2596e-002 1.8539e-003 -1.3466e-003 -3.9291e-004 -1.0300e-004 -1.5717e-003 -2.7122e-003 6.6247e-001 1.0051e+000 4.9432e-001 4.5023e-001 1.0376e-003 -3.8147e-005 -1.4648e-003 -7.2861e-004 -1.3657e-003 1.4381e-003 1.0681e-003 -7.4768e-004 5.1692e-001 -5.3406e-005 -6.9427e-004 -7.4768e-004 -6.4468e-004 -6.9427e-004 -9.1553e-005 -1.3008e-003 -1.0757e-003 3.7716e-001 8.8921e-001 3.2390e-001 -3.7003e-004 -4.3488e-004 -8.0109e-004 -1.1024e-003 -2.2125e-004 4.9591e-005 4.7531e-002 1.0059e+000 4.2640e-001 2.2253e-001
utilization 20700629 5.1880e-004 -1.1520e-003 1.8692e-004 -1.5221e-003 -5.6458e-004 -8.0872e-004 3.3569e-004 -1.3237e-003 9.8222e-001 7.9620e-001 -2.9602e-003 -3.3569e-004 9.9182e-005 -8.3923e-004 -4.4250e-004 9.9564e-004 -7.2479e-004 -1.4648e-003 9.8454e-001 6.9762e-001 -4.0436e-003 -1.0300e-003 -1.4992e-003 -2.0981e-004 -1.7662e-003 4.8050e-002 1.0065e+000 9.9788e-001 1.2100e-001 3.4515e-001 -3.5095e-004 -4.3869e-004 -1.6098e-003 -5.6458e-004 9.8801e-004 4.9591e-005 -6.2561e-004 -1.4038e-003 -6.7596e-003 -2.9984e-003 -2.1667e-003 -1.3275e-003 -6.5613e-004 -1.1864e-003 -9.0790e-004 -5.6839e-004 1.1444e-004 -2.1744e-004 -4.1656e-003 1.3733e-003 -4.0436e-003 -5.9128e-004 -4.0436e-004 -1.3809e-003 -1.0605e-003 1.0757e-003 -3.8147e-004 -3.7384e-004 2.5378e-001 8.2626e-002 1.8692e-003 -1.3466e-003 -3.9673e-004 -1.0681e-004 -1.5793e-003 -2.7084e-003 6.6287e-001 1.0057e+000 4.9490e-001 4.5054e-001 1.0376e-003 -4.1962e-005 -1.4572e-003 -7.2098e-004 -1.3695e-003 1.4343e-003 1.0681e-003 -7.5150e-004 5.0040e-001 -4.9591e-005 -7.0190e-004 -7.4768e-004 -6.4087e-004 -6.9427e-004 -9.1553e-005 -1.3046e-003 -1.0681e-003 3.7739e-001 8.7288e-001 3.2394e-001 -3.7003e-004 -4.3106e-004 -8.0109e-004 -1.1063e-003 -2.1362e-004 4.9591e-005 4.7562e-002 1.0061e+000 4.2671e-001 2.2255e-001
stalled 20700629 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
input_buffers[0].num_writes 20700629 14282 732 728 724 720 716 644 565 991 10150 12854 732 728 724 720 716 694 615 1091 9250 11426 732 728 724 720 716 670 608 1067 8204 9998 732 728 724 720 698 619 540 941 7223 8570 732 728 724 720 716 712 640 1141 6387 7142 732 728 724 720 716 712 640 1141 5351 5714 732 728 724 720 698 619 558 954 4304 4286 732 728 724 720 716 712 690 1241 3423 2858 732 728 724 720 716 712 640 1154 2287 1430 732 728 724 720 716 712 691 1254 1223
